Model,Displ,Cyl,Trans,Drive,Fuel,Sales Area,Stnd,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
VOLKSWAGEN Jetta Wagon,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VWXV02.5253,station wagon,7,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,U2,8VWXV02.5253,station wagon,7,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VWXV02.5253,station wagon,6,21,29,24,7,yes
VOLKSWAGEN Jetta Wagon,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B5,8VWXV02.5253,station wagon,6,21,29,24,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,S2,8VWXV02.5257,small car,9.5,20,28,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,S2,8VWXV02.5257,small car,9.5,20,29,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B2,8VWXV02.5257,small car,9,20,28,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B2,8VWXV02.5257,small car,9,20,29,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VWXV02.5253,small car,7,20,28,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,U2,8VWXV02.5253,small car,7,20,29,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VWXV02.5253,small car,6,20,28,23,7,yes
VOLKSWAGEN New Beetle,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B5,8VWXV02.5253,small car,6,20,29,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,S2,8VWXV02.5257,small car,9.5,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,S2,8VWXV02.5257,small car,9.5,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B2,8VWXV02.5257,small car,9,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B2,8VWXV02.5257,small car,9,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,U2,8VWXV02.5253,small car,7,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VWXV02.5253,small car,7,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B5,8VWXV02.5253,small car,6,20,28,23,7,yes
VOLKSWAGEN New Beetle Convertible,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VWXV02.5253,small car,6,20,28,23,7,yes
VOLKSWAGEN Passat,2,(4 cyl),Auto-S6,2WD,Gasoline,CA,U2,8ADXV02.0366,midsize car,7,19,28,22,6,yes
VOLKSWAGEN Passat,2,(4 cyl),Man-6,2WD,Gasoline,CA,U2,8ADXV02.0366,midsize car,7,21,29,24,7,yes
VOLKSWAGEN Passat,2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8ADXV02.0366,midsize car,6,21,29,24,7,yes
VOLKSWAGEN Passat Wagon,2,(4 cyl),Auto-S6,2WD,Gasoline,CA,U2,8ADXV02.0366,station wagon,7,20,28,23,7,yes
VOLKSWAGEN Passat Wagon,2,(4 cyl),Man-6,2WD,Gasoline,CA,U2,8ADXV02.0366,station wagon,7,21,29,24,7,yes
VOLKSWAGEN Passat Wagon,2,(4 cyl),Auto-S6,2WD,Gasoline,FA,B5,8ADXV02.0366,station wagon,6,20,28,23,7,yes
VOLKSWAGEN Passat Wagon,2,(4 cyl),Man-6,2WD,Gasoline,FA,B5,8ADXV02.0366,station wagon,6,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,S2,8VWXV02.5257,small car,9.5,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,S2,8VWXV02.5257,small car,9.5,22,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B2,8VWXV02.5257,small car,9,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B2,8VWXV02.5257,small car,9,22,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Auto-S6,2WD,Gasoline,CA,U2,8VWXV02.5253,small car,7,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VWXV02.5253,small car,7,22,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Auto-S6,2WD,Gasoline,FA,B5,8VWXV02.5253,small car,6,21,29,24,7,yes
VOLKSWAGEN Rabbit,2.5,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VWXV02.5253,small car,6,22,29,24,7,yes
VOLVO C30,2.4,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.4U2N,small car,7,20,28,23,7,yes
VOLVO C30,2.4,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VVXV02.4U2N,small car,7,20,28,23,7,yes
VOLVO C30,2.5,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,19,27,22,6,yes
VOLVO C30,2.5,(5 cyl),Man-6,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,19,28,23,7,yes
VOLVO C30,2.4,(5 cyl),Auto-S5,2WD,Gasoline,FA,B5,8VVXV02.4U2N,small car,6,20,28,23,7,yes
VOLVO C30,2.4,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VVXV02.4U2N,small car,6,20,28,23,7,yes
VOLVO C30,2.5,(5 cyl),Man-6,2WD,Gasoline,FA,B5,8VVXV02.5U2T,small car,6,19,28,23,7,yes
VOLVO C70 Convertible,2.5,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,18,26,21,6,yes
VOLVO C70 Convertible,2.5,(5 cyl),Man-6,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,18,27,21,6,yes
VOLVO S40,2.4,(5 cyl),Auto-S5,2WD,Gasoline,CA,S2,8VVXV02.4S2N,small car,9.5,20,28,23,7,yes
VOLVO S40,2.4,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.4U2N,small car,7,20,28,23,7,yes
VOLVO S40,2.4,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VVXV02.4U2N,small car,7,20,28,23,7,yes
VOLVO S40,2.5,(5 cyl),Man-6,4WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,17,25,20,6,yes
VOLVO S40,2.5,(5 cyl),Auto-S5,4WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,18,26,21,6,yes
VOLVO S40,2.5,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,19,27,22,6,yes
VOLVO S40,2.5,(5 cyl),Man-6,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,19,28,23,7,yes
VOLVO S40,2.4,(5 cyl),Auto-S5,2WD,Gasoline,FA,B5,8VVXV02.4U2N,small car,6,20,28,23,7,yes
VOLVO S40,2.4,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VVXV02.4U2N,small car,6,20,28,23,7,yes
VOLVO S40,2.5,(5 cyl),Man-6,2WD,Gasoline,FA,B5,8VVXV02.5U2T,small car,6,19,28,23,7,yes
VOLVO S60,2.5,(5 cyl),Auto-L5,4WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,17,26,21,6,yes
VOLVO S60,2.5,(5 cyl),Auto-S5,4WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,18,26,21,6,yes
VOLVO S60,2.5,(5 cyl),Auto-L5,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,19,27,22,6,yes
VOLVO S60,2.5,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.5U2T,small car,7,19,27,22,6,yes
VOLVO V50,2.4,(5 cyl),Auto-S5,2WD,Gasoline,CA,S2,8VVXV02.4S2N,station wagon,9.5,20,28,23,7,yes
VOLVO V50,2.4,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.4U2N,station wagon,7,20,28,23,7,yes
VOLVO V50,2.4,(5 cyl),Man-5,2WD,Gasoline,CA,U2,8VVXV02.4U2N,station wagon,7,20,28,23,7,yes
VOLVO V50,2.5,(5 cyl),Man-6,4WD,Gasoline,CA,U2,8VVXV02.5U2T,station wagon,7,17,25,20,6,yes
VOLVO V50,2.5,(5 cyl),Auto-S5,4WD,Gasoline,CA,U2,8VVXV02.5U2T,station wagon,7,18,26,21,6,yes
VOLVO V50,2.5,(5 cyl),Auto-S5,2WD,Gasoline,CA,U2,8VVXV02.5U2T,station wagon,7,19,27,22,6,yes
VOLVO V50,2.5,(5 cyl),Man-6,2WD,Gasoline,CA,U2,8VVXV02.5U2T,station wagon,7,19,28,23,7,yes
VOLVO V50,2.4,(5 cyl),Auto-S5,2WD,Gasoline,FA,B5,8VVXV02.4U2N,station wagon,6,20,28,23,7,yes
VOLVO V50,2.4,(5 cyl),Man-5,2WD,Gasoline,FA,B5,8VVXV02.4U2N,station wagon,6,20,28,23,7,yes
VOLVO V50,2.5,(5 cyl),Man-6,2WD,Gasoline,FA,B5,8VVXV02.5U2T,station wagon,6,19,28,23,7,yes
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
